,de,mscs,mrmscs,keyword_mscs,refs_mscs,nDCG_mrmscs,nDCG_keywords,nDCG_refs,nDCG_keywords_and_refs,nDCG_keywords_or_refs
80,6039129,"['46H20', '46H25']","['46H20', '43A20', '46H05']","['46H20', '46H25', '46J05', '46J40', '46H05', '43A20']","['46H20', '43A20', '46H05', '46H25', '43A30', '46M20', '47B47', '43A07', '46H10', '46J10']",0.44211410869774026,1.0,0.8229304739169978,0.7789429456511299,0.53830058825925
81,6039130,"['47A57', '47B20', '47B25']","['47B37', '47B33']","['33D45', '44A60', '30C10', '30C70', '60J80', '42C05', '47A57', '47B20', '47B25', '30D15']","['47-01', '46-01', '47B25', '47A10', '46C05', '47B15', '47E05', '47B07', '47G10', '44A60']",0.0,0.4581308641139718,0.18103744911964742,0.22844382632052884,0.4109360660298593
82,6039131,"['46B70', '46B42', '46M05']","['46B70', '15A21', '46B28', '46B42']","['46B42', '47B60', '47B65', '46A40', '47B07', '47B10', '46B15', '46E30', '46B28', '46B20']","['47B38', '46E30', '46B07', '46B28', '46M05', '47L20', '46-02', '47-02', '47B10', '46M35']",0.6739492401162419,0.7241497964785897,0.1400696908130322,0.0,0.37392798103249625
83,6039132,"['47G30', '47A10', '35P05', '47D07', '35H10']","['35S10', '35H10', '35P05', '47D06']","['47G30', '47A10', '35P05', '47D07', '35H10', '35S05', '47F05']","['82C05', '35H10', '35P05', '82C31', '47F05', '82C70', '60K40', '47N55', '82C20', '60G35']",0.31595610141043345,1.0,0.31595610141043345,0.31595610141043345,0.6070493360916035
84,6039133,"['35J62', '35Q55']","['35J60', '35J20']","['34C37', '58E05', '37D99', '70H05', '35J62', '35Q55', '37J99', '35J60', '35J92']","['35Q55', '35B10', '35J60', '35B20', '35A15', '58E05', '35J20', '49J52', '37J45', '34C28']",0.0,0.4860015301477029,0.8842282173954805,0.8842282173954805,0.43829305787405637
85,6039134,"['47B06', '47B37', '60G15']","['15A60', '60E15', '60G15']","['20E15', '20E07', '20G20', '15A42', '20H25', '22E45', '33C80', '47B06', '47B37', '60G15']","['28C20', '60B11', '41A46', '46E35', '41-02', '41A50', '41A65', '46B20', '52A20', '46-02']",0.18103744911964742,0.4368758408278958,0.0,0.0,0.6006131015292785
86,6039135,"['47D08', '60J45', '60J57', '60J25', '31C25', '60J55']","['60J25', '35R60', '60J35']","['60J55', '60J57', '31C25', '60H05', '60J70', '60G46', '60H10', '35J25', '35R05', '47D08']","['60J55', '47D06', '60J45', '60J40', '60J57', '35J10', '35S05', '47J20', '60J35', '60J25']",0.2540911172962417,0.6148991266549327,0.6799269013020518,0.41440476331665577,0.5898390879743359
87,6039136,"['43A85', '32M15', '32A50']","['32M15', '32A45', '32A65', '43A85']","['32M15', '32A25', '32Q15', '32H35', '32A36', '17C65', '32Q45', '32V40', '32V30', '32V20']","['32M15', '32A25', '43A85', '22E30', '22E65', '22E46', '58J60', '32Q15', '53B35', '53A45']",0.8800869674170632,0.7241497964785897,0.9051872455982372,0.4568876526410577,0.3065726302356677
88,6039137,['22E45'],"['22E46', '43A80']","['22E55', '22E50', '11F70', '22E45', '53C27', '53C80', '20G05']","['22E46', '43A65', '42C05', '11F67', '22E45', '33C20', '33C55', '46Fxx', '46-02', '22E47']",0.0,0.43067655807339306,0.38685280723454163,1.0,0.2559580248098155
89,6039138,"['52A40', '26D15']","['60D05', '26D15', '60E15']","['52A40', '52A20', '53A15', '52A15', '94A17', '26D15', '52A39', '26D10', '46E35', '60E15']","['52A40', '26D15', '46B20', '26D10', '47D07', '60E15', '60G10', '42B99', '46E35', '42C15']",0.5578858913022597,0.7570825547777251,1.0,0.8229304739169978,0.4894375377013496
90,6039143,"['68Q17', '68Q25', '05C45', '05C38', '05C70']","['68Q17', '05C45', '05C85']","['65Y20', '68Q25', '68Q17', '03D15', '65F30', '65F05', '65F15', '68Q15', '65K05', '65F10']","['68Q25', '68-02', '03D15', '68R10', '94C15', '94C30', '05A17', '68P20', '68M20', '90C99']",0.45564475157312007,0.49222355265818024,0.5587546006507464,0.35253490249549363,0.24613222211194372
91,6039147,['68R15'],"['68R15', '05A05']","['68R15', '68Q45', '11Y16', '03E05', '05B45', '03E35', '03E45', '41A05', '41A63', '11B75']","['68R15', '68Q45', '68-01', '92D20', '68R10', '03D40', '68W10', '68Q25', '68P10', '68W15']",1.0,1.0,1.0,1.0,0.3010299956639812
92,6039149,"['68M10', '68M14', '68M12', '68M11', '68P20']","['68M10', '68M14']","['68M10', '68M14', '68M12', '68M11', '68P20']","['68P05', '68M14', '68R10', '68P10', '68Q25', '68W15', '68M10', '68U99', '68W10', '65C10']",0.6319122028208669,1.0,0.44566066927061804,0.7350220518984933,0.778673096818828
93,6039155,['68R15'],['68R15'],"['68R15', '68Q45', '20M05', '20M07', '20M35', '68Q70', '17A01', '17A50', '16R10', '17B01']","['68R15', '11B85', '68Q45', '68-02', '68R10']",1.0,1.0,1.0,1.0,1.0
94,6039157,"['68Q85', '68Q10', '68Q45', '68Q55']","['68Q45', '68Q85']","['68Q85', '68Q10', '68Q45', '68Q55', '68Q60', '68N19', '68N30']","['68Q85', '68Q10', '68Q45']",0.5108571117930206,1.0,0.8650989215859609,0.9807030177932614,0.7122928729410674
95,6039161,"['94A45', '68P30', '68Q45', '94A29']","['68Q45', '94B60']","['94A45', '68R15', '20E05', '20E06', '20F10', '68Q70', '68P30', '68Q45', '94A29']","['94A45', '20M35', '68Q45', '68R05', '20M05', '20M10', '68Q25', '68W99', '68Q10', '68R15']",0.3132306040001605,0.7151560679273588,0.4698459060002408,0.35424180979294034,0.4746361674902816
96,6039162,"['68Q45', '68Q42', '03D05']","['68Q05', '68Q45']","['68Q45', '68Q42', '03D05', '20M35', '68Q25', '68Q05']","['20M07', '20M35', '18B40', '20M05', '08C15', '20L05', '08B15', '92C40', '68Q45', '03B20']",0.22844382632052884,1.0,0.10899540504701136,0.22844382632052884,0.9779334196817098
97,6039180,['68Q85'],"['68Q85', '68Q45', '68Q70']","['68Q85', '68Q10', '68Q65', '68Q55', '68Q45']",['68Q85'],1.0,1.0,1.0,1.0,0.43067655807339306
98,6039189,['68Q65'],"['68Q55', '68Q60']","['68Q55', '68Q45', '68Q42', '68N30', '68N19', '68N17', '68Q65', '68Q60', '68N25']","['68Q60', '68N01', '68-01', '68Q55', '68N30', '03B70', '03B44', '68N18', '68Q85', '54-02']",0.0,0.3333333333333333,0.0,0.0,0.2559580248098155
99,6039190,"['03F65', '18B25']","['18B25', '03F50', '06A99', '06D05', '68Q55']","['47N20', '47H10', '34B10', '93B05', '93C25', '34A60', '47N10', '39A12', '34K30', '34K45']","['05C65', '18B25', '18D30', '03G30', '03D99', '18D15', '18-03', '01A75']",0.8842282173954805,0.0,0.5578858913022597,0.0,0.23895220156151353
100,6039192,['06B35'],"['06B35', '68Q55']","['06B35', '34B18', '47N20', '34B15', '34B10', '34B16']","['54A20', '06B35', '68Q55', '18B30', '06F30', '54B30', '54F05', '12J12', '12L12', '12F05']",1.0,1.0,0.6309297535714575,1.0,1.0
101,6039202,"['68Q85', '92C42', '68Q60', '68Q87']",['92C42'],"['60J10', '65C40', '60J27', '60J05', '60J22', '60J20', '65F10', '60F05', '15B51', '15A24']","['68M15', '68Q60', '68Q85', '68M20', '68U20', '60J10', '68Q45', '68N30', '68Q55', '92C40']",0.626461208000321,0.0,0.35424180979294034,0.0,0.16754735405775392
102,6039215,"['52B11', '52C17']",['52B05'],"['52B10', '52B05', '05C10', '52Bxx', '65F30', '60D05', '60F99', '57N35', '57M10', '52B55']","['52B10', '52C17', '97G40']",0.0,0.0,0.5578858913022597,0.0,0.31496844607998487
103,6039493,"['52A10', '52C20', '05C10']","['52B70', '05C62', '51M20', '52C20']","['65D18', '52B70', '65N50', '52A10', '52C20', '05C10']","['51M20', '53A05', '52B05', '52C20']",0.3118743418769471,0.5650502335887805,0.3118743418769471,0.7241497964785897,0.6218854720208371
104,6040136,"['20B05', '20B25', '20B15']",['20B05'],"['20B05', '20B25', '20B15', '20B27', '20B07', '20B35', '03C60', '20E45', '20E07']","['05C78', '05C25', '20B25', '68R10', '20F99', '20B15', '20F65', '20B27', '20B05', '20B20']",0.36207489823929484,1.0,0.6000439843105487,0.9748997218188261,0.4325848926952599
105,6040258,"['35J20', '35J60', '35J91', '49Q05', '53A04']","['35J20', '35B06', '35B08', '35J91']","['35J91', '35J61', '35K55', '35J60', '35B25', '35J20', '35B08', '53A10', '35B40', '35K57']","['35J60', '35J50', '35B25', '35J61', '35B05', '35B40', '35J20', '35B45', '49-02', '49J45']",0.3996985544333417,0.6195360108320443,0.6518803674258709,0.3364770399249249,0.31071371442140205
106,6040259,"['47E05', '47B25', '47A20', '34G10', '47F05', '34B05']","['34G10', '34B24', '34L05']","['34B24', '47E05', '34A55', '34L40', '34L05', '34L10', '34B45', '34B20', '34L25', '34B07']","['47-02', '47C05', '47B06', '47B10', '47B15', '47B25', '47E05', '47Gxx', '47A10', '47A56']",0.2540911172962417,0.16031364602041406,0.2657152034212048,0.2540911172962417,0.19563735722382905
107,6040261,"['35L67', '35L65', '76L05']","['35L65', '35L67', '76L05']","['35L65', '76N15', '76M99', '35D05', '35D10', '35A20', '65M60', '65M50', '35Q53', '35L67']","['76N15', '35Q35', '35L65', '65M06', '35L67', '35A35', '76E19', '35B25', '76L05', '76M99']",1.1336310719187659,0.8288129140521984,0.6111399940993384,0.9525936227991185,0.43070276289032156
108,6040263,"['35D40', '35B65', '35J60', '35R09']","['35J60', '35B65', '35D40', '35R09']","['49L25', '35D40', '35B65', '35J60', '35K55', '93E20', '35K65', '35R35', '49L20', '45K05']","['35R09', '35D40', '35J60', '35B05', '45K05', '47G20', '45M10', '49L25', '45G10', '60J75']",1.0,0.6457581902070597,0.667472413793101,0.29151638041411937,0.553688395986018
109,6040264,"['37J45', '37B30', '34C25']","['34C25', '37B30', '37J45']","['70H03', '34C25', '37J05', '37J45', '37J50', '34C37', '70H05', '37J99', '58A15', '49N45']","['37G99', '37A99', '58E05', '34C37', '37J99', '34C23', '37N10', '37N20', '76E30', '78A99']",1.0,0.3843809972590024,0.0,0.0,0.27371342490619227
110,6040265,"['35B25', '35L70', '35L80', '47N20']","['35L80', '35B25', '35L15', '35L70']","['35B25', '35L70', '35L80', '47N20', '35J60', '35R09', '35J20', '35A01']","['34G20', '35G10', '35K25', '34K20', '35L90', '35B25', '35B45', '35L70', '35B30', '35A35']",0.7806592686210988,1.0,0.30920150015990405,0.7084836195858807,0.5837993364452946
111,6040270,"['34C23', '34B18', '34B08']","['34B18', '34C23']","['34C23', '35B32', '47H11', '47J15', '34C37', '35K57', '34C25', '34A60', '34B24', '92D25']","['34B18', '34B15', '34C23', '74G35', '37G99', '34B24', '47J15', '35B32', '35J60', '35J65']",0.9525936227991185,0.36207489823929484,0.9051872455982372,0.15593717093847356,0.5615507702146665
112,6040272,"['35Q30', '76D05']","['35Q35', '35B40', '35D30', '76D03']","['35Q35', '76D03', '76D05', '35D35', '35B33', '65M70', '35L70', '65M20', '65L06', '65M12']","['35Q30', '76D03', '35B40', '76D07', '76D05', '35Q35', '76N10', '35K05', '35B45', '76U05']",0.0,0.44211410869774026,0.7841802768331765,0.8842282173954805,0.3797388318124087
113,6040273,"['37G15', '37G10', '34C07']","['37G15', '34C07', '37G10']","['37G15', '34C20', '34A05', '37G10', '34C07', '34K18', '34C05', '92D25', '34K19', '34C45']","['34C05', '34A60', '37D99', '58C25', '58K99', '34M99', '34-02', '34C30', '37C85', '35K55']",0.9525936227991185,0.8140189309292742,0.0,0.0,0.40640581545791804
114,6040275,"['35Q83', '35Q20', '82C40', '82D10']","['35Q83', '35B40']","['35Q83', '35Q20', '82D10', '76P05', '35B35', '35B40', '82C40']","['76X05', '35Q35', '35Q20', '35-02', '82-02', '82C40', '76P05', '82D05', '35Q72', '35B40']",0.3132306040001605,0.9695091229193479,0.4248055963672045,0.4674286646209383,0.4939914567400048
115,6040325,"['03F60', '54E15']","['03F65', '54E15']","['03F65', '03F60', '46S30', '13C10', '47S30', '26E40', '19A13', '81P10', '81P05', '03E25']","['03F50', '03E70', '03E25', '03E47', '03F55', '03F65', '06D22', '54A05', '03A05', '03F99']",0.5578858913022597,0.27894294565112987,0.0,0.0,0.10602447491137608
116,6040326,"['03F60', '03B30']","['03F60', '03B30', '46S30']","['03F60', '03B30', '03F35', '03F50', '03D30', '03E15', '03F55', '03F10']","['03F60', '03F35', '03B30', '26A15', '03F65', '46S30', '03-02', '28-02', '28C05', '28C10']",1.0,1.0,0.8842282173954805,1.1631711630466106,0.3454047841685151
117,6040330,"['03F25', '03F07', '03F10', '03F52']","['03F07', '03F10', '03F25', '03F52']","['03F25', '03F07', '03F10', '03F52', '03F50', '03E70', '68Q55', '03F55', '03F65']","['03F50', '03F99', '03F55', '03D65', '03F35', '03F10', '03F25', '03F30', '03F07', '03B20']",1.1156040962073006,1.0,0.40456880842841986,0.7806592686210988,0.9229009696896111
118,6040335,"['03D78', '03D45', '03D15', '68Q17', '65F99']","['03F60', '03D78', '65Fxx']","['03F60', '03D45', '03F50', '03F35', '03F55', '26E40', '46S30', '03A05', '03D78', '03D15']","['03D55', '03D80', '03F60', '26E40', '03D30', '03E15', '03E25', '68Q05', '37F10', '28A80']",0.17626745124774681,0.5173940007967699,0.0,0.0,0.32434954387486575
119,6040336,"['35C07', '35K57']","['35K60', '35C07', '35K05', '35K57', '35R35', '80A25']","['35R35', '35Q30', '35Q74', '35J25', '80A22', '35K57', '35K05', '76D05', '35B40', '35J60']","['35R35', '35B45', '35J65', '80A32', '35B40', '35A05', '47J05', '35Q35', '80A25', '35K57']",0.6597593108703873,0.31496844607998487,0.2555992760868002,0.8842282173954805,0.22105705434887013
120,6040337,"['55Q99', '55Q45', '55Q51']","['55Q45', '55T15']","['55Q45', '55T15', '55S10', '55Q10', '17A45', '17D99', '55Q99', '55Q51']","['55Q45', '11F33', '55N34', '55Q51', '55P60', '55P42', '55Q10', '55Q40', '55N22', '14L05']",0.7241497964785897,0.9590633423852858,0.8800869674170632,0.9051872455982372,0.4813588133245954
121,6040338,"['14J33', '53D37', '16E45', '18E30']","['53D37', '14J33']","['14J33', '53D37', '14J32', '53D40', '14M25', '14J26', '53D05', '53D12', '14G22', '14F05']","['57R58', '53D40', '53D12', '57R17', '57N05', '14J32', '53D37', '14J45', '53C38', '14B05']",0.8240877157931812,0.7084836195858807,0.20882040266677368,0.3952530155857202,0.23791093448847533
122,6040339,"['14M25', '17B69']","['81T45', '14J33', '14M25', '17B69', '81T30']","['17B69', '17B68', '17B67', '17B10', '81R10', '58J60', '14D06', '11E45', '32L10', '16D90']","['17B69', '14J32', '14F40', '81R15', '14M25', '81T10', '81T60', '81T70', '58A12', '14F05']",0.6018734195681277,0.8842282173954805,1.0552613014631986,0.8842282173954805,0.5654387204918118
123,6040341,"['47A20', '47A45', '47A57']","['47A13', '32A70']","['32A07', '32H35', '47A56', '32F17', '47A20', '47A45', '47A57', '32F45', '47A25', '54F05']","['47A20', '47A57', '47A13', '30E05', '32F45', '32H99', '30C80', '30-02', '47A45', '93B50']",0.0,0.5187086856079489,0.8085095346538465,0.9525936227991185,0.6779121605979642
124,6040344,"['35L05', '35B45']","['35L05', '35B45']","['35L05', '65M12', '65M06', '93C20', '35L20', '65M60', '35L70', '65M15', '35L15', '93B05']","['35L70', '35B45', '35B35', '35L15', '35Q55', '35B05', '35B33', '35B40', '35L05', '42B15']",1.0,0.44211410869774026,0.6909754995265254,0.27894294565112987,0.5202878380448225
125,6040346,"['37B05', '37A20', '46L55']","['37A20', '37B05', '46L55']","['57M05', '14F35', '14H30', '20F34', '55Q05', '53C20', '55Q52', '57N10', '57M07', '57M10']","['11-01', '11R11', '11R16', '46L80', '52C23', '82B44', '37B50', '46L55', '19K14', '47B80']",1.1336310719187659,0.0,0.11422191316026442,0.0,0.15593717093847356
126,6040347,"['14T05', '14H55']","['14T05', '14H51']","['14T05', '14M25', '14N10', '14N35', '51M20', '52B20', '14C17', '14J32', '16Y60', '14H10']","['14H51', '14H10', '14F17', '13D02', '14H25', '05C99', '14H55', '14T05', '05C22', '05C38']",0.44211410869774026,0.44211410869774026,0.4342142119573918,0.27894294565112987,0.992391673766499
127,6040348,"['55Q35', '18G55', '55N99']","['55Q35', '18G55', '55S35']","['55Q35', '18G55', '55N99', '13D03', '14M25', '18G60', '18E30', '16E40', '16E45']","['55Q25', '18-02', '18Gxx', '55-02', '18G10', '55T15', '55S20', '55S30', '55S45', '55T05']",0.8189625508803525,1.0,0.0,0.0,0.4741289320924403
128,6037949,"['46F05', '46E10', '46A45']","['46A45', '46E10', '46F05']","['46F05', '46A45', '46E10', '65H10', '46F10', '46F12']","['46A13', '46M40', '46M05', '46Axx', '46-02', '46F05', '46A03', '46A45', '46A30', '46E10']",1.0,0.9525936227991185,0.45252182933172436,1.0,0.5185476505605675
129,6037950,"['30F45', '30C80', '30C25', '30F35']","['30F45', '30C25', '30C80', '30F35']","['30F45', '30C80', '30C35', '53C23', '30C65', '47H10', '53C20', '51M10', '30C45', '30F60']","['30C80', '30C99', '30F10']",0.9589887942072203,0.7084836195858807,0.626461208000321,0.626461208000321,0.5555788809386268
130,6037951,"['37A45', '11K06', '37B20']","['37A45', '11K36']","['37A45', '11K06', '37B20', '11K55', '11J71', '11K36']","['37A45', '11B05', '11K06', '28D05', '42A61', '42A82', '11B13', '05B10', '28D99', '11K99']",0.36207489823929484,1.0,0.7241497964785897,0.9525936227991185,1.006185484259439
131,6037952,"['52A23', '52A20', '52A21', '52A38']",['52A23'],"['52A23', '52A20', '52A22', '52B05', '60D05', '52A39', '52C45', '46B03', '46B25', '46B26']","['52A40', '52A20', '26B25', '52-02', '52A22', '60D05', '60E15', '46G12', '28C05', '58E17']",0.3132306040001605,0.7084836195858807,0.3952530155857202,0.626461208000321,0.4248055963672045
132,6037954,"['13D05', '13D45']",['13D45'],"['13D45', '14B15', '13A35', '13H10', '13E05', '13D02', '13D03', '13F55', '13H05', '14M25']","['13D05', '13C13', '13H10', '13D07', '13D25', '18G10', '18G25', '16E65', '16D20', '16E10']",0.8842282173954805,0.8842282173954805,0.44211410869774026,0.0,0.4190460479925797
133,6037967,"['37D45', '37E99', '37D20']","['37G25', '37C29', '37D15', '37G20']","['37D45', '37E99', '37D20', '37C70', '34D06', '34D08']","['37G99', '37C70', '37D45', '37E30', '37B40', '37C05', '37D40', '37C75', '37F10', '37C29']",0.0,1.0,0.18103744911964742,0.36207489823929484,0.690524451238909
134,6037968,"['37D40', '53D25', '37B10']",['37D50'],"['53D25', '37D40', '37J35', '37K10', '37A99', '53C20', '37C10', '22E40', '58J50', '58J40']","['81Q50', '35Q40', '35P20', '37D40', '58J30', '28D20', '81S30', '53D25', '37C25', '37D99']",0.0,0.9525936227991185,0.3843809972590024,0.9525936227991185,0.34318302040033366
135,6037970,"['81T08', '81T10', '81T40', '81U15']","['81T10', '81R12', '81R15']","['81T60', '81T13', '14J80', '57R57', '15A72', '81T45', '05C30', '05E18', '81Q30', '13A50']","['81Txx', '81T40', '81-02', '81T16', '81T10', '81T30', '81V05', '81V10', '81T05', '81U20']",0.626461208000321,0.0,0.43997478473132634,0.0,0.2239704836206618
136,6037971,"['46L65', '19K35', '20G42', '22E46', '17B37']","['46L65', '19K35', '20G42']","['17B37', '58B32', '46L87', '19K35', '46L65', '16T15', '16T20', '46L85', '16W30', '81R50']","['46L37', '16W35', '17B37', '81R50', '46L87', '47C15', '47L30', '46L05', '16W30', '46M05']",0.7716008529835535,0.6280977014497883,0.1396886501626866,0.2793773003253732,0.3819956952652612
137,6037975,"['20G40', '20F05', '05C25']","['11B05', '11B75']","['05C25', '20F65', '20F05', '20F67', '20M05', '20F10', '20E07', '20D60', '57M07', '20B25']","['22A15', '05C48', '05C50', '68R10', '05C99', '37A45', '37A17', '11L07', '22F10', '20G40']",0.0,0.7241497964785897,0.10466311757360869,0.0,0.5874296485593351
138,6037976,"['14D07', '32G20', '14K30']","['14D07', '14K30', '32G20']","['14H40', '14H10', '14E18', '14G22', '14D06', '14J17', '14E30', '11S80', '14J32', '14L15']","['14A15', '14K30', '14L15', '14-02', '14C22', '32G20', '14D07', '14D05', '14C30', '14C25']",0.9525936227991185,0.0,0.6070828211154456,0.0,0.5045800791113663
139,6037978,"['14K10', '14H10']","['14C34', '14D20', '14D22', '14K10', '14M27']","['11G10', '14K05', '14K15', '14H40', '14K10', '14K02', '14F05', '14K25', '14K99', '11R23']","['14D20', '14L30', '14A20', '14D22', '14C34', '14H40', '14K10', '14E15', '14-02', '32-02']",0.19040818260962875,0.1710330840677181,0.14737136956591343,0.44211410869774026,0.11612106508284474
140,6037979,"['14G32', '11G10', '11G30', '14H30', '14D22']","['14K15', '11G10', '11G30', '14G05', '14G32']","['14K15', '14K05', '14K10', '14F40', '11G05', '11G50', '14J20', '14F20', '11G40', '14G25']","['14G32', '11G18', '14H30', '12F12', '12G05', '14K15', '14D22', '20G20', '14H25', '14E20']",0.6003014455666585,0.0,0.5121917172631842,0.0,0.2420127678137236
