,de,mscs,keyword_mscs,refs_mscs,keywords_DCG,refs_DCG
116,1217264,"['74H50', '74J10', '74S30']","['74H50', '74J10', '74S30']","['60H15', '74J99', '74H50', '60H10', '60J99', '34F05', '70L05', '93E15', '60K35', '74J25']",1.0,0.0
117,1217270,['35A27'],"['32A45', '35A27', '58J40', '35S10', '35A10', '32C38', '32C35', '32V40', '46F15', '32A40']","['35S05', '35A30', '32Q99', '35L30', '35S10', '35G10', '35G99', '65H10', '46F15', '18-02']",,
118,1217271,"['35J60', '35J70']","['35J60', '35J70', '53C43', '58J30', '58J05', '58E35', '47A30']","['35J60', '35J15', '35B45', '35D05', '35A20', '35J70', '35B60', '35J10', '47F05', '35B65']",,
119,1217273,"['57R55', '57S17', '57N13', '57R57']","['57R55', '57S17', '57N13', '57R57', '81T13', '58D27', '81R12', '81T60']","['57S17', '20E26', '57N10', '57-02', '57R57', '57N13', '58D27', '57R55', '58J10', '57R65']",0.8154648767857288,0.19342640361727081
120,1217274,"['35S10', '47G30']","['35Q53', '35Q35', '35B30', '35A05', '35K55', '35B40', '35A01', '47D06', '49K40', '35L15']","['35L30', '47F05', '35D05', '35G10', '41A25', '41-01', '41A05', '41A10', '41A15', '41A17']",,
121,1217275,"['34A55', '34C23', '37G99', '47J05']","['35R30', '34A55', '65M32', '35K05', '15A29', '35J05', '65Z05', '65N21', '45K05', '15A18']","['46B99', '58E07', '34A55', '34B15', '34L05', '34B24', '45E10', '34C23', '47J05', '47-02']",0.0,0.16666666666666666
122,1217276,"['22E46', '22E60', '17B10']","['22E46', '43A85', '17B10', '22E47', '22E40', '57S20', '22E60', '22E10', '32M05', '22E41']","['22E46', '22Exx', '22E41', '22E35', '22E45', '17B55', '22-02', '17-02', '17B10', '17B05']",0.3562071871080222,0.0
123,1217277,"['11E72', '12G05', '20G10']","['11E72', '20G10', '14F20', '14L15', '14G20', '14G25', '18G50', '12G05', '16K20', '16W30']","['12G05', '20G10', '11R34', '14G05', '14F20', '14C15', '14G99', '11F27', '32M15', '20G15']",0.3333333333333333,0.0
124,1216547,"['65L05', '34A34']","['45J05', '45G10', '45L05', '65Q05', '39A10', '65L05', '34A34', '65C99', '60J10', '65Z05']","['34-02', '34A37', '34A40', '34A12', '34A45', '34B05', '34C05', '34D05', '34D20', '34E20']",,
125,1216554,"['74K20', '45K05', '74S15']","['35A08', '22E30', '35B40', '74K20', '45K05', '74S15', '74E10', '35J05', '74F15', '74S30']","['74K20', '74S15', '42B10']",0.43067655807339306,0.0
126,1216555,"['74L10', '74S05']","['74K20', '74G60', '74F05', '80A20', '74S05', '74E30', '76M99', '74S30', '74F15', '76B10']","['74S05', '74B20', '74S99']",,
127,1216557,"['47H10', '49J35', '54H25']","['11M41', '15A45', '47A63', '62P20', '47H10', '49J35', '54H25', '74B20', '74K20', '35B50']","['49J35', '49J40', '49J27', '90C25', '47H10', '47H04', '55M20', '90C48', '49N15', '91A05']",0.38685280723454163,0.0
128,1213990,['46L35'],"['46L35', '46L37', '46L10', '16K20', '16D20']","['46L05', '22D10', '46K10', '46L35', '46L55', '46L37', '46L40', '28D20', '46L10', '46M05']",,
129,1213991,"['35P20', '28A80', '60J45']","['58J50', '35J05', '35P15', '53C20', '65N25', '35P20', '47F05', '35P05', '35B40', '35J61']","['35P20', '35J05', '31C25', '47B99', '31B20', '55M10', '31C05', '31C20', '39A10', '39A12']",0.0,0.0
130,1213993,"['35A05', '32W20', '32T99', '58J05']","['35A05', '32W20', '32T99', '58J05', '53C55', '53C30', '53C25', '53C56']","['53C55', '35Q99', '35J65', '35B50', '35A05', '35B45', '35B65', '53A05', '58J99', '35J60']",0.8154648767857288,0.0
131,1213984,['47B35'],"['47B35', '44A15', '33C60', '11M06', '44A10', '26A33', '11M35', '11F70', '65R10']","['47B35', '47B47', '46J15', '30D50', '47B06']",,
132,1218226,['34C11'],"['39A20', '39A11', '34C11', '47B38', '42B20', '39A22', '47G10', '47B33', '42B25', '92D25']","['34C25', '34D05', '92D25', '34A45']",,
133,1218227,['34K25'],"['34K25', '31A10', '42A38', '39A12', '93C55', '93D15', '39A10', '34K13', '92D25', '20M14']","['34K05', '45E10', '34K99', '34K20', '34A25', '34K25', '39B12', '39-02', '39B22', '39B52']",,
134,1218228,"['46G05', '46B50']","['46G05', '46B22', '46B20', '46B03', '49J50', '46B50', '90C29', '46B26', '90C48', '46B10']","['46Axx', '46B22', '46B20', '46A55', '46-02', '46G05', '58C20', '47H05', '46B99', '46B10']",,
135,1218229,"['65J10', '65J20', '47A50', '46N40']","['46L05', '46L55', '46L80', '22D25', '46L60', '46L08', '47C15', '46L35', '47B48', '39B82']","['47G10', '45-02', '47-02', '45E10', '45E05', '46L05', '47A05', '47B35', '47D03', '47L10']",0.0,0.0
136,1218230,"['35L65', '35L80', '35R05']","['35L65', '35L80', '35R05']","['35K60', '35K20', '76S05', '35A05', '35K55', '35K15', '35R05', '35B05', '76R50', '35K57']",1.0,0.0
137,1218231,"['35P05', '35J15', '47F05']","['35P05', '35J15', '47F05', '35J10', '35P25', '81Q10', '47A40', '81U05']","['35P25', '47A40', '78A40', '35Q40', '81U10', '76Q05', '35P20', '35J25', '35R05', '35-02']",1.0,0.0
138,1218232,"['47A53', '47A55', '47B07']","['47A10', '58J50', '47A53', '35J10', '47A55', '34L05', '35P05', '81Q10', '47B25', '35P15']","['35-02', '35G10', '35K25', '82C70', '85A25', '58J32', '35B05', '35B65', '35C05', '47A53']",0.43067655807339306,0.0
139,1218233,['39A11'],"['39A11', '34D20', '34K20', '45M10', '45J05', '34K45', '39A30', '45G10', '65M12']","['39A10', '39A11', '92D25', '91B60', '90B99', '39A12', '39Axx', '39-00', '39-01', '39-02']",,
140,1218234,['47B35'],"['47B35', '45E10', '35J05', '45P05', '35J25', '65R20', '47F05', '78A45', '47A53']","['47B38', '47A53', '46E30', '74J20', '35Q72', '47A68', '45E05', '45M05', '45E10', '47B35']",,
141,1218235,"['40A05', '40E05']","['40A05', '01A50', '65B10', '40-03', '11A55', '01A55', '40E05', '42C40', '11-03', '01A70']","['01A05', '01-01', '01A65', '30-03', '51M20', '01A50', '40-03']",,
142,1218237,"['35K60', '35R10']","['34K20', '92D25', '34K60', '34K13', '34K18', '34K25', '93C23', '92B20', '92D30', '34K45']","['34E15', '35B25', '76R10', '34B99', '34A34', '92Exx', '92D25', '45J05', '45-01', '45M10']",,
143,1218238,"['34A09', '34D20']","['34A09', '65L06', '65L80', '34D20', '65L05', '34A34', '65L60', '12H05', '70F10', '37-XX']","['34C25', '58-02', '37G99', '92D25', '34-02', '65L05', '34A34', '65H10', '65L20', '34B15']",,
144,1218239,['60J99'],"['91B30', '62H05', '60E05', '62P05', '62H20', '62E20', '62E10', '62H10', '60E15', '60G70']","['42C40', '42-01', '60E99', '60J25', '60J65', '60J05', '60G07', '46B20', '28A35', '47D06']",,
145,1218240,['26D15'],"['26D15', '42B25', '35B45', '35K55', '42B35', '58A10', '60G44', '35D10', '49N60', '42B20']","['26D15', '42B25', '42B20', '42A24']",,
146,1218241,"['54H25', '47H10']","['54H25', '47H10', '47H09', '47J25', '47J05', '47N20', '45G99', '46H05']","['54H25', '54E40', '47H10', '54C30', '49J45', '49J40']",,
147,1218242,"['35S30', '47G30']","['35S30', '47G30']","['35S05', '47Gxx', '47A60', '47B38', '47F05', '42B20', '47B47', '35-02', '35S15', '35J40']",,
148,1218243,"['41A30', '35J30']","['41A30', '35J30', '41A10', '65D15', '35K05', '65M06']",['47A50'],,
149,1218244,['41A36'],"['47B65', '41A36', '47A63', '46B42', '47A10', '47A12', '15B48', '47A64', '47H07', '47D03']","['41A36', '41A28', '41A30', '41A10', '41A25', '41A27', '41A35', '41A40']",,
150,1218465,"['05C10', '05C05', '05C78']","['05C10', '68R10', '57R40', '46E35', '54C25', '05C05', '51A50', '05C70', '57M15', '51A45']","['68R10', '05C90', '05C99', '94B05', '11T71', '94C15']",0.38685280723454163,0.0
151,1218467,"['05A05', '68R05']","['05A05', '68R05', '68Q25', '68P10', '68W32', '05A15', '20A05', '68T15', '20-04']","['68-02', '68Nxx']",,
152,1218470,"['05C50', '05C12']","['05C50', '05C12', '55P42', '47A10', '55U35', '55N91', '55P43', '55P91', '11R06']","['05C99', '05C50', '90B18', '90C35', '05C38', '05C35', '53C20', '58J50', '05-02', '05C60']",,
153,1218471,"['05C78', '05C75']","['05C78', '05C75', '68N25', '68N99', '93C20', '93D15', '68M10', '03B45', '93C10', '35B40']","['68Q25', '68N99', '68N25', '03D60', '05C99', '05C40', '68R10', '05C75', '05C78', '05C85']",,
154,1218477,"['05C35', '05C85', '68Q25', '68R10']","['05C85', '05C35', '68Q25', '68R10', '05C69', '05C70', '05C15']","['05C35', '05C05', '05C99', '68R10', '68Q25', '05C85', '68-02', '03D15', '94C15', '94C30']",0.31546487678572877,0.40876468265396737
155,1218478,"['05C20', '05C35', '92D40', '05C85', '91F20']","['05C20', '05C35', '92D40', '05C85', '91F20', '68R10', '05C38']","['05C99', '92D40', '68Q25', '68-02', '03D15', '68R10', '94C15', '94C30', '05A17', '68P20']",0.7103099178571526,0.3333333333333333
156,1221667,"['13D40', '13A35', '14H10', '13F20']","['13D40', '13A35', '13F20', '13H15', '14H10', '14H60', '14J25', '13P10', '13H10', '14L30']","['13D40', '14H10', '14L30', '13A35', '13F20']",0.7153382790366966,0.75
157,1221668,"['11E72', '11F75', '22E50', '22E55', '11E81']","['14L30', '22E50', '20G15', '14M15', '14M17', '22E46', '11F70', '20G05', '17B67', '22E35']","['22E50', '22E55', '58J40']",0.3333333333333333,0.3333333333333333
158,1221687,"['62E10', '60E05', '60J10']","['62E10', '60E05', '60J10', '62G10', '62B10', '60K37', '60F05', '82B41', '60E07', '60E10']","['60H25', '39A10', '60B15', '60F99', '44-01', '00A06', '42A38', '65R10', '44A10', '44A15']",1.0,0.0
159,1221688,"['17B66', '17B81', '81R10']","['47E05', '34A55', '34B24', '11F46', '11F60', '43A85', '17B66', '34L05', '11F50', '34L10']","['34L40', '81Q05', '34L05', '22E70', '81R05', '17B35', '17B66', '47F05', '81S10', '35P20']",0.0,0.0
160,1221689,"['20F36', '05A30', '17B37', '18D10', '16W30', '05A10', '11B65']","['20F36', '20F05', '20F10', '57M07', '57M25', '20F65', '20F55', '20J06', '20C15', '57M60']","['05A05', '05A30', '20F36', '20N02', '03E55', '20F55', '20G05', '20-02', '51F15', '20H15']",0.0,0.2
161,1221690,"['05A15', '11B73']","['05A15', '33C45', '05A17', '05C30', '05A19', '11P81', '11B68', '05A05', '60K25', '11B73']","['11B73', '05A05', '05A10', '05A15', '05A17', '05A19', '11B68', '11B39', '62E10', '65C30']",,
162,1221691,"['20K99', '20D60', '05A15']","['20K99', '20D60', '05A15', '20K30', '16S50', '20K20', '20K25', '20F28', '20Kxx', '01A60']","['05A18', '05B99', '11B13', '11B25', '11P05', '05C70', '15A21', '15A63', '05E99', '05D15']",1.0,0.0
163,1221693,"['11B13', '11B75']","['11B75', '11B13', '11P70', '11B05', '11B30', '11B83', '05D05', '11B50', '05B10', '05A05']","['11P83', '11B83', '11B13', '05C15', '05C20', '11B75', '15A69', '20D60', '11E04', '11E16']",,
164,1221694,"['11S40', '11S90', '14G10', '11E45', '11M41', '11E08']","['11E39', '16W10', '11E45', '11E16', '16K20', '11E81', '11E08', '11E04', '11E72', '11R18']","['11E45', '11E95', '11F33', '11E16', '11S80', '43A90', '11E39', '11E08', '22E50', '22E35']",0.15773243839286438,0.0
165,1221695,"['11K60', '11J20', '11K55']","['11K60', '11J20', '11K55', '28A80', '28A78', '37C45']","['11J04', '11K55', '11J83', '11J20', '11K60', '37B99', '37A45', '11-01', '11-02', '11J71']",1.0,0.5
166,1221696,['11E12'],"['20G05', '17B10', '17B37', '22E50', '22E46', '20C15', '16G20', '20G40', '05E10', '20C30']","['11E12', '20G30', '11E25', '11E20', '11E88', '11E16', '11E95', '11R80', '11-01', '11E08']",,
167,1221697,"['11H56', '11F27', '11E12']","['11F27', '11F46', '11E45', '11F11', '11F66', '11E12', '11F25', '11R11', '11F30', '11F37']","['20-02', '20-04', '20D08', '20Cxx', '20D05', '20D06', '20D30', '20G40', '11H06', '11E16']",0.0,0.0
168,1221699,"['11T24', '11T22', '11L05']","['11A07', '08A30', '20M10', '11P83', '11F33', '20M15', '05A17', '11B65', '20M05', '11B68']","['14G35', '14G25', '11T22', '11T24', '11-02', '11L05', '11L10', '11R18', '11T71', '11-03']",0.0,0.6309297535714575
169,1221700,"['11G09', '11M26', '11T55']","['11G09', '11M38', '11R58', '14H05', '11M26', '11T55', '06A07', '11M32', '11M06']","['11T06', '11T55', '11G09', '11M26', '11R42', '11-02', '11T24', '11R58']",0.43067655807339306,0.5
170,1221951,['30C65'],"['30C65', '52B15', '51M20', '52C22', '26B10', '30D50']","['30C65', '30C62', '20M20', '30D05', '37F99', '30F40']",,
171,1221953,"['30D50', '46J15']","['46J15', '46J30', '30D50', '47B35', '46A55', '41A65', '46B20', '41A50', '30H05', '47B37']","['46J15', '47B35', '46J20', '46J30', '30D55', '30H05', '30D50', '30-02', '30E05', '46B20']",,
172,1221955,['30C62'],"['30C62', '30E20', '30C75', '30C65']","['31B15', '30F60', '32G15', '30C65', '30C20', '30C35', '30C62', '30-02', '30C85']",,
173,1221958,"['41A55', '41A63', '41A80']","['41A55', '41A63', '41A80', '65D32', '65T40', '42A10', '65G50']","['13P10', '13-01', '65H99', '41A17', '41A63', '32U05', '32Bxx', '32-02', '32A10', '32D15']",1.0,0.43067655807339306
174,1221960,"['35Q55', '35P25', '35A05']","['35P25', '78A45', '35Q55', '35Q60', '35J05', '74J20', '47A40', '35B44', '35B40', '76Q05']","['35Q55', '35B40', '35A05', '35P25', '35G20', '35L70', '35B45', '47H10', '47A10', '35Q99']",0.0,0.5
175,1221961,"['30C70', '30F60']","['30F60', '32G15', '30F30', '57M50', '30F35', '30C62', '30F10', '37F30', '57M99', '30C75']","['30F40', '30C62', '32G15', '30F60', '30C75', '30-02', '30F30', '30E25', '30F35', '30F20']",,
176,1221593,"['05C80', '05C30']","['05C80', '05C30']","['05C99', '05C40', '60C05', '60-XX', '68U20', '68Q80', '68P10', '68Q25', '05C85', '68R10']",,
177,1221595,"['05A17', '91A46']","['05A17', '11P81', '20C30', '11P83', '05E10', '05A15', '05A19', '11P82', '05E05', '33D15']","['91A99', '05A17', '00A08', '05A99', '11B83', '05E10', '91A46', '68R10']",,
178,1221605,"['05C90', '92E10', '05C30', '05C45']","['05A15', '05C30', '05C05', '05A05', '05C10', '05B50', '05B45', '05A19', '05C90', '05C25']","['05C10', '05C45', '52Bxx', '51M20', '05-02', '52-02']",0.5,0.0
179,1221614,"['28A75', '28A80']","['28C05', '42B25', '60B05', '42B10', '28C15', '28A75', '37A05', '42B20', '35R06', '35B27']","['28A80', '60D05', '60G57', '28A78', '37A99', '60G15', '42C40', '37D45', '28A75', '60G17']",,
180,1221615,"['33D80', '05E10']","['33D80', '05E10', '17B20', '33C52', '05E05']","['05A17', '20G05', '33C99', '33C80', '20C30', '35Q40', '47F05', '13N05', '35J10', '17B99']",,
181,1221616,['05D05'],"['05D05', '05C35', '05C65', '05A05', '05E30', '05C69', '06E30', '51E14', '52Bxx']","['05A20', '52C17', '05D05', '05A05', '51N99', '52A40', '05C99', '05C15', '05C35']",,
182,1221617,['05A17'],"['05A15', '05A17', '05C70', '15A15', '05E35', '05A05', '05B20', '05A30', '05A19']","['05A30', '05A05', '05A15', '05A19', '15A03', '30B70', '16H05', '11S40', '12-03', '11M35']",,
183,1221618,"['42C05', '33C45']","['42C05', '33C45', '41A10', '41A17', '41A05', '33C47', '40A05', '41A29', '65D32', '41A55']","['60K40', '15B52', '82C05', '82B44', '33C45', '42C05', '33D45', '33-02', '33-03', '01A75']",,
184,1221619,"['46N50', '81P15', '81P10']","['46N50', '81P15', '81P10']","['03G12', '81P10', '06C15', '46N99', '46L60', '47C15', '47L05', '47B60', '47A45', '60G20']",1.0,0.0
185,1221620,"['14P25', '14H25', '14P05']","['34C07', '34C05', '37G15', '34C23', '34C37', '34C08', '37C10', '34C20', '34D10', '32B20']","['52B05', '52C35', '52B55', '68U05', '52B35', '68Q25', '05B30', '14P25', '14J17', '52B40']",0.0,0.0
186,1221621,['03E05'],"['34C10', '39A11', '34K11', '39A10', '39A12', '34K40', '35B05', '39A21', '35R10', '34A30']","['05A17', '54F05', '03E05', '03E35', '03-02', '03E55', '03E65', '46A04', '46A16', '03E15']",,
187,1221622,"['43A85', '31C20', '05C25']","['43A85', '05C05', '31C20', '05C25', '35S05', '35R02', '44A12', '46F12', '20F65', '57M60']","['46L05', '22D25', '43A90', '31C20', '43A30', '43A35', '43A85', '05C05', '43A07', '43A65']",0.6309297535714575,0.5
188,1221623,"['11J82', '11J72']","['11J82', '11J72', '11J86', '11J91', '11J81', '11J20', '11K60', '11J13', '33B15', '11J68']","['11J72', '11M06', '11B37', '05A19', '11B65', '33D15', '33C20']",,
189,1221653,"['16P60', '16S36', '16S30', '13E05', '17B35']","['16P60', '13C15', '16P40', '17B35', '13A15', '13F20', '13F25', '13G05', '13B25', '16E10']","['16S30', '16P60', '16D60', '17B35', '16D25', '16E30', '16E10', '16S32', '16P40', '16P90']",0.0,0.0
190,1221654,"['13B10', '13A35', '13C40', '13H05']","['13B10', '13A35', '13C40', '13H05', '39B52', '05C20', '05C15', '39B82', '05C99', '08A02']","['13B10', '13A35', '13D03', '13H10', '13E15', '13E05', '13C40', '13C05', '13D05', '13H05']",0.8154648767857288,0.6781035935540111
191,1221655,"['17B20', '17A70']","['17B70', '17A70', '17B10', '17B56', '17B30', '17B20', '17B37', '17B35', '17B55', '17B65']","['16W10', '17B60', '17A70', '17C70', '16W55', '16-01', '16D30', '16N60', '16N40', '17C50']",,
192,1221656,"['16W30', '17B37', '20M25']","['16W30', '17B37', '20M25', '16T05', '18D10', '16T15']","['16W30', '16-02', '14L17', '17B65', '81T08', '20Mxx', '20-02', '16D70', '06B05', '16E50']",1.0,0.0
193,1221659,"['12F12', '12F10', '11R58']","['12F12', '11R32', '20F36', '12F10', '11R58', '14H30', '12E25', '14H45', '14N10', '14G25']","['11-02', '11R37', '11S31', '11S15', '11R58', '14H05', '01A75', '12-02', '12L15', '03C60']",0.5,0.0
194,1221660,"['16S50', '16D40', '16D90']","['16S50', '16D40', '16D90', '16D60']","['16S50', '16D90', '16Gxx', '16L30', '16P10', '16B50', '16S10', '16W20', '16P90', '16S15']",1.0,0.0
195,1225527,"['20K15', '20K25']","['20K15', '20K25', '20K27', '20K20', '20K35', '20K40', '20K30', '03F65', '03C50', '20Kxx']","['20K15', '20K99', '20K25', '20-02', '20K40', '20K30', '16S50', '16D40', '16D80', '16D70']",,
196,1225529,['34C15'],"['34C10', '39A11', '34K11', '39A10', '39A12', '34K40', '35B05', '39A21', '35R10', '34A30']","['34C10', '34A34', '34C15', '35B05']",,
197,1225622,"['41A58', '41A63', '39A70', '40A25', '26B99']","['65M06', '65N06', '65M12', '35J25', '65L12', '65N30', '65F10', '65M15', '65M60', '65M20']","['68P15', '68N15', '68-01', '11G05']",0.0,0.0
198,1225783,"['35R30', '65J20', '34G20', '65D15']","['65J20', '65R20', '65R30', '45B05', '35R30', '65J15', '47J25', '65J10', '47A52', '35R25']","['49N70', '49N75', '94A08', '65N55', '65H10', '65N06', '47J05', '45L05', '26A45', '65J15']",0.0,0.0
199,1225784,"['35B40', '35J65']","['35J25', '35J05', '74R99', '39A12', '39A10', '34B15', '74B05', '65N12', '74A55', '74M15']","['74G70', '45L05', '45M05', '45E05', '74B99', '74H99', '35Q72', '35B40', '35J25', '35J65']",,
200,1225785,"['35J45', '35A35', '35J85', '74C10']","['35J45', '35A35', '35J85', '74C10']","['74C99', '65N30', '35J50', '47H05', '74K15', '74K25', '74H99', '35J85', '74K20', '35D05']",0.8154648767857288,0.16666666666666666
201,1225817,['08B10'],"['20F38', '08B10', '20F28', '20E05', '20F14', '20J06', '57M99', '05C25', '32G15', '14H10']","['20E05', '20C07', '20E07', '20-02', '20F05', '20F12', '16S34', '20E25', '20F10', '20J05']",,
202,1225820,"['20E10', '08C15', '08B15', '20F16']","['20F16', '16S34', '20E10', '16U60', '20E34', '20C05', '20F14', '20E07', '20E22', '20F19']","['20E10', '08C15', '08B15', '20A15', '08B99', '20-01', '20F16', '20F19', '20F60', '06F15']",0.0,0.8154648767857288
203,1225822,"['17C50', '16W30', '17C10']","['17C50', '16W30', '17C10', '17B62', '17B60', '17D05', '17B37', '53D17', '17B66']","['16W30', '17B35', '16B50', '17D05', '17C50', '16W10', '17B60', '17B62', '17B37', '17B81']",1.0,0.0
204,1225826,"['35J25', '35D10']","['35J25', '35D10']","['35-02', '35J65', '35B45', '35J25', '35B50', '35B05', '47H10', '35D99', '35J15', '35D10']",,
205,1225828,"['74B20', '74C15', '74C20', '35Q72']","['74B20', '74C15', '74C20', '35Q72', '35B40', '35A05', '35L15', '34A12', '35K55', '35K15']","['35-02', '76-02', '35Lxx', '35L40', '35L45', '76N10', '76N15', '76M20']",0.8154648767857288,0.0
206,1225829,"['35R30', '35K20', '35K05']","['35K05', '35R30', '35K20', '35G10', '35K25', '37C75', '35B45', '35K60', '65M06', '65M15']","['35R30', '35K20', '35B30', '35K60', '35K05', '35Kxx', '35-02', '46-01', '47-01']",0.6309297535714575,1.0
207,1225830,"['47D06', '34G10', '47A50']","['47D06', '47N20', '82C70', '47D03', '35K20', '34G10', '35B35', '93B05', '35B40', '34K30']","['35R20', '35A05', '35K65', '35-02', '35G10', '35K25', '47J05', '08B10', '47B50', '47B44']",0.38685280723454163,0.0
208,1225831,"['30C45', '30C55', '30C25']","['30C45', '30C55', '30C25']","['30C45', '30C80', '30C50', '30C75', '26A33', '30C40', '30C35', '30C55', '30C70']",1.0,0.3333333333333333
209,1225832,"['58A10', '58A12']","['53C20', '53C21', '58J65', '58J05', '58J35', '58J50', '46E35', '53C22', '58J60', '53C25']","['20G10', '55R20', '55T25', '14L35', '49-01', '28A75', '49Q15', '49Q99', '58A15', '58A25']",,
